FundingYear,Region,Province,Municipality,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,TypeOfWork,Final_Budget,Budget_Variance,Final_Budget_M
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),23492139.8,23488443.33,2024-01-18,Construction of Flood Mitigation Facility,23488443.33,3696.470000002533,23.48844333
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),11759800.79,11759144.81,2024-05-20,Construction of Drainage Structure,11759144.81,655.9799999985844,11.75914481
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),48995077.58,48999201.71,2025-03-17,Construction of Flood Mitigation Facility,48999201.71,-4124.130000002682,48.99920171
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),6859359.22,6858007.76,2024-06-10,Construction of Drainage Structure,6858007.76,1351.4599999999627,6.85800776
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),48999809.05,48999918.01,2024-12-09,Construction of Drainage Structure,48999918.01,-108.96000000089407,48.999918009999995
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),29391050.36,29399809.82,2024-09-08,Construction of Drainage Structure,29399809.82,-8759.460000000894,29.39980982
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),4898427.16,4899439.91,2024-05-30,Construction of Drainage Structure,4899439.91,-1012.75,4.89943991
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),15679433.12,15678833.77,2024-08-09,Construction of Drainage Structure,15678833.77,599.3499999996275,15.678833769999999
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),29395794.54,29400000.0,2024-08-09,Construction of Flood Mitigation Facility,29400000.0,-4205.460000000894,29.4
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),29397298.99,29398741.8,2024-11-05,Construction of Flood Mitigation Facility,29398741.8,-1442.8100000023842,29.3987418
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),48993207.97,49000000.0,2024-09-11,Construction of Revetment,49000000.0,-6792.030000001192,49.0
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),48975647.1,48999818.48,2024-07-25,Construction of Revetment,48999818.48,-24171.37999999523,48.999818479999995
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),29399296.33,29399282.43,2025-04-08,Construction of Flood Mitigation Facility,29399282.43,13.899999998509884,29.39928243
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),4896005.68,4899444.87,2024-06-10,Rehabilitation / Major Repair of Drainage Structure,4899444.87,-3439.19000000041,4.89944487
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),9843801.48,9899803.02,2024-10-08,Construction of Flood Mitigation Facility,9899803.02,-56001.539999999106,9.89980302
2024,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),9899720.83,9899596.98,2024-08-12,Construction of Flood Mitigation Structure,9899596.98,123.84999999962747,9.89959698
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48998662.83,48999339.55,2023-02-08,Construction of Flood Mitigation Structure,48999339.55,-676.7199999988079,48.999339549999995
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48996551.8,48999075.67,2023-02-08,Construction of Flood Mitigation Structure,48999075.67,-2523.8700000047684,48.99907567
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48987115.38,49000000.0,2022-10-26,Construction of Flood Mitigation Structure,49000000.0,-12884.619999997318,49.0
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48994869.4,49000000.0,2022-10-11,Construction of Flood Mitigation Structure,49000000.0,-5130.60000000149,49.0
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48942382.1,49000000.0,2022-10-11,Construction of Flood Mitigation Structure,49000000.0,-57617.89999999851,49.0
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48904843.78,49000000.0,2022-10-11,Construction of Flood Mitigation Structure,49000000.0,-95156.21999999881,49.0
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48918768.51,49000000.0,2022-10-11,Construction of Flood Mitigation Structure,49000000.0,-81231.49000000209,49.0
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48952560.92,49000000.0,2022-11-16,Construction of Flood Mitigation Structure,49000000.0,-47439.07999999821,49.0
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48904843.78,49000000.0,2022-11-16,Construction of Flood Mitigation Structure,49000000.0,-95156.21999999881,49.0
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48921423.86,49000000.0,2022-10-11,Construction of Flood Mitigation Structure,49000000.0,-78576.1400000006,49.0
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48916982.48,49000000.0,2022-10-11,Construction of Flood Mitigation Structure,49000000.0,-83017.52000000328,49.0
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48979511.1,49000000.0,2022-10-11,Construction of Flood Mitigation Structure,49000000.0,-20488.89999999851,49.0
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),9746639.89,9793953.08,2023-07-03,Construction of Drainage Structure,9793953.08,-47313.18999999948,9.79395308
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48909696.09,49000000.0,2022-10-11,Construction of Dike,49000000.0,-90303.90999999642,49.0
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),40179561.14,40590000.0,2022-10-07,Construction of Flood Mitigation Structure,40590000.0,-410438.8599999994,40.59
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),19599988.16,19598678.11,2022-09-12,Construction of Flood Mitigation Facility,19598678.11,1310.050000000745,19.598678109999998
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),9799986.91,9800000.0,2022-08-26,Construction of Drainage Structure,9800000.0,-13.089999999850988,9.8
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48999950.85,49000000.0,2024-04-11,Construction of Drainage Structure,49000000.0,-49.149999998509884,49.0
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),19591615.15,19599961.42,2022-08-17,Construction of Flood Mitigation Facility,19599961.42,-8346.270000003278,19.599961420000003
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48999208.88,49500000.0,2023-01-27,Construction of Flood Mitigation Structure,49500000.0,-500791.1199999973,49.5
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),92104372.56,90661657.44,2023-02-15,Construction of Flood Mitigation Structure,90661657.44,1442715.1200000048,90.66165744
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),92101390.0,90686286.95,2023-04-14,Construction of Flood Mitigation Structure,90686286.95,1415103.049999997,90.68628695
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),92098700.0,90696775.43,2023-02-03,Construction of Flood Mitigation Structure,90696775.43,1401924.5699999928,90.69677543
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),19568764.5,19599287.13,2022-12-09,Construction of Flood Mitigation Facility,19599287.13,-30522.629999998957,19.59928713
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),29395689.6,29398759.41,2023-01-13,Construction of Flood Mitigation Facility,29398759.41,-3069.809999998659,29.39875941
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),21554682.3,21779964.74,2022-10-25,Construction of Flood Mitigation Facility,21779964.74,-225282.43999999762,21.779964739999997
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),68420449.29,67516950.32,2022-12-13,Construction of Flood Mitigation Structure,67516950.32,903498.9700000137,67.51695031999999
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),63696605.7,62722541.71,2023-02-17,Construction of Flood Mitigation Structure,62722541.71,974063.9900000021,62.72254171
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),58789577.78,57900000.0,2022-11-18,Construction of Flood Mitigation Structure,57900000.0,889577.7800000012,57.9
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),58798945.85,57900000.0,2022-11-18,Construction of Flood Mitigation Structure,57900000.0,898945.8500000015,57.9
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),58792739.32,57900000.0,2022-11-18,Construction of Flood Mitigation Structure,57900000.0,892739.3200000003,57.9
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48996047.5,48997556.66,2023-03-15,Construction of Flood Mitigation Facility,48997556.66,-1509.1599999964237,48.997556659999994
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),9799862.54,9900000.0,2022-11-18,Construction of Drainage Structure,9900000.0,-100137.4600000009,9.9
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),14692274.08,14846141.76,2023-05-04,Construction of Drainage Structure,14846141.76,-153867.6799999997,14.84614176
2022,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),39198044.83,39600000.0,2022-11-28,Construction of Flood Mitigation Structure,39600000.0,-401955.1700000018,39.6
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48997939.44,49000000.0,2023-05-22,Construction of Flood Mitigation Structure,49000000.0,-2060.560000002384,49.0
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48998795.7,49000000.0,2023-10-12,Construction of Flood Mitigation Structure,49000000.0,-1204.2999999970198,49.0
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48998975.15,49000000.0,2023-10-12,Construction of Flood Mitigation Structure,49000000.0,-1024.8500000014901,49.0
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),96487124.65,96500000.0,2024-02-17,Construction of Flood Mitigation Facility,96500000.0,-12875.34999999404,96.5
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),62719579.2,62725000.0,2024-02-14,Construction of Flood Mitigation Structure,62725000.0,-5420.79999999702,62.725
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),62717848.6,62725000.0,2024-02-14,Construction of Flood Mitigation Structure,62725000.0,-7151.39999999851,62.725
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),62719315.3,62725000.0,2024-03-25,Construction of Flood Mitigation Structure,62725000.0,-5684.70000000298,62.725
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),62718157.5,62725000.0,2024-06-29,Construction of Flood Mitigation Structure,62725000.0,-6842.5,62.725
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),62720345.05,62725000.0,2024-05-30,Construction of Flood Mitigation Structure,62725000.0,-4654.95000000298,62.725
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),7916735.0,7916292.51,2023-07-24,Rehabilitation / Major Repair of Flood Control Structure,7916292.51,442.4900000002235,7.91629251
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),29696346.9,29699974.49,2023-12-13,Construction of Drainage Structure,29699974.49,-3627.589999999851,29.69997449
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),134185393.7,134190886.78,2024-03-21,Construction of Flood Mitigation Facility,134190886.78,-5493.079999998212,134.19088678
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),96497458.4,96500000.0,2024-12-06,Construction of Flood Mitigation Structure,96500000.0,-2541.5999999940395,96.5
2023,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),144745347.15,144750000.0,2024-04-05,Rehabilitation / Major Repair of Flood Control Structure,144750000.0,-4652.8499999940395,144.75
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48996824.5,48999924.88,2024-10-21,Construction of Revetment,48999924.88,-3100.380000002682,48.99992488
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48999376.86,48998274.82,2024-10-08,Construction of Flood Mitigation Structure,48998274.82,1102.039999999106,48.99827482
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48998648.85,49000000.0,2024-10-08,Construction of Flood Mitigation Structure,49000000.0,-1351.1499999985099,49.0
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48991675.95,49000000.0,2024-12-20,Construction of Flood Mitigation Structure,49000000.0,-8324.04999999702,49.0
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48947073.05,49000000.0,2024-12-06,Construction of Flood Mitigation Structure,49000000.0,-52926.95000000298,49.0
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),96455205.1,93551903.43,2024-11-18,Construction of Flood Mitigation Structure,93551903.43,2903301.669999987,93.55190343000001
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),48998736.38,49000000.0,2024-08-21,Construction of Flood Mitigation Structure,49000000.0,-1263.6199999973178,49.0
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),45333664.75,45333708.44,2024-09-16,Construction of Revetment,45333708.44,-43.689999997615814,45.333708439999995
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),45332973.21,45334169.87,2024-11-15,Construction of Revetment,45334169.87,-1196.6599999964237,45.33416987
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),45329878.09,45332528.34,2024-10-09,Construction of Flood Mitigation Structure,45332528.34,-2650.25,45.33252834
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),69298188.53,69298883.78,2024-10-21,Construction of Flood Mitigation Structure,69298883.78,-695.25,69.29888378
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),59389785.02,59397439.53,2024-11-12,Construction of Flood Mitigation Structure,59397439.53,-7654.509999997914,59.39743953
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),59353337.37,59399880.03,2024-09-20,Construction of Flood Mitigation Structure,59399880.03,-46542.660000003874,59.39988003
2024,National Capital Region,Metro Manila,CITY OF MALABON (METROPOLITAN MANILA),144668963.53,144747339.87,2024-08-31,Construction of Flood Mitigation Facility,144747339.87,-78376.34000000358,144.74733987000002
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),37085159.99,35972605.19,2022-12-09,Construction of Flood Mitigation Structure,35972605.19,1112554.8000000045,35.972605189999996
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),14700000.0,14260635.6,2022-10-21,Construction of Flood Mitigation Structure,14260635.6,439364.4000000004,14.260635599999999
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),9800000.0,9507300.5,2022-09-27,Construction of Flood Mitigation Structure,9507300.5,292699.5,9.5073005
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),14700000.0,14259000.0,2022-07-20,Construction of Flood Mitigation Structure,14259000.0,441000.0,14.259
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),19600000.0,19006235.0,2022-10-05,Construction of Flood Mitigation Structure,19006235.0,593765.0,19.006235
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),39600000.0,38412000.0,2022-12-12,Construction of Flood Mitigation Structure,38412000.0,1188000.0,38.412
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),19599878.85,19012215.8,2022-10-24,Construction of Drainage Structure,19012215.8,587663.0500000007,19.0122158
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),29400000.0,28518000.0,2022-12-12,Construction of Flood Mitigation Structure,28518000.0,882000.0,28.518
